name,Stark_set,exclude,reason_exclude,,
/Set F/034a.jpg,F,0,NaN,,
/Set F/035a.jpg,F,1,word,,
/Set F/036a.jpg,F,1,emotional,,
/Set F/037a.jpg,F,1,in-reversal-learning-task,,
/Set F/038a.jpg,F,1,in-reversal-learning-task,,
/Set F/039a.jpg,F,0,NaN,,
/Set F/040a.jpg,F,1,not-an-item,,
/Set F/041a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/042a.jpg,F,0,NaN,,
/Set F/043a.jpg,F,0,NaN,,
/Set F/044a.jpg,F,1,in-reversal-learning-task,,
/Set F/045a.jpg,F,0,NaN,,
/Set F/046a.jpg,F,1,in-reversal-learning-task,,
/Set F/047a.jpg,F,1,in-reversal-learning-task,,
/Set F/048a.jpg,F,1,in-reversal-learning-task,,
/Set F/049a.jpg,F,1,in-reversal-learning-task,,
/Set F/050a.jpg,F,1,in-reversal-learning-task,,
/Set F/051a.jpg,F,1,in-reversal-learning-task,,
/Set F/052a.jpg,F,1,in-reversal-learning-task,,
/Set F/053a.jpg,F,0,NaN,,
/Set F/054a.jpg,F,1,in-reversal-learning-task,,
/Set F/055a.jpg,F,0,NaN,,
/Set F/056a.jpg,F,0,NaN,,
/Set F/057a.jpg,F,0,NaN,,
/Set F/058a.jpg,F,1,in-reversal-learning-task,,
/Set F/059a.jpg,F,1,in-reversal-learning-task,,
/Set F/060a.jpg,F,0,NaN,,
/Set F/061a.jpg,F,1,in-reversal-learning-task,,
/Set F/062a.jpg,F,1,in-reversal-learning-task,,
/Set F/063a.jpg,F,0,NaN,,
/Set F/064a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/065a.jpg,F,0,NaN,,
/Set F/066a.jpg,F,1,word,,
/Set F/067a.jpg,F,1,in-reversal-learning-task,,
/Set F/068a.jpg,F,0,NaN,,
/Set F/069a.jpg,F,1,in-reversal-learning-task,,
/Set F/070a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/071a.jpg,F,0,NaN,,
/Set F/072a.jpg,F,0,NaN,,
/Set F/073a.jpg,F,1,in-reversal-learning-task,,
/Set F/074a.jpg,F,1,in-reversal-learning-task,,
/Set F/075a.jpg,F,1,word,,
/Set F/076a.jpg,F,1,hard-to-understand,,
/Set F/077a.jpg,F,1,in-reversal-learning-task,,
/Set F/078a.jpg,F,0,NaN,,
/Set F/079a.jpg,F,1,in-reversal-learning-task,,
/Set F/080a.jpg,F,1,in-reversal-learning-task,,
/Set F/081a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/082a.jpg,F,0,NaN,,
/Set F/083a.jpg,F,0,NaN,,
/Set F/084a.jpg,F,0,NaN,,
/Set F/085a.jpg,F,1,word,,
/Set F/086a.jpg,F,0,NaN,,
/Set F/087a.jpg,F,0,NaN,,
/Set F/088a.jpg,F,0,NaN,,
/Set F/089a.jpg,F,0,NaN,,
/Set F/090a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/091a.jpg,F,0,NaN,,
/Set F/092a.jpg,F,1,hard-to-understand,,
/Set F/093a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/094a.jpg,F,1,word,,
/Set F/095a.jpg,F,0,NaN,,
/Set F/096a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/097a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/098a.jpg,F,0,NaN,,
/Set F/099a.jpg,F,0,NaN,,
/Set F/100a.jpg,F,0,NaN,,
/Set F/101a.jpg,F,1,word,,
/Set F/102a.jpg,F,0,NaN,,
/Set F/103a.jpg,F,1,hard-to-understand,,
/Set F/104a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/105a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/106a.jpg,F,1,animal,,
/Set F/107a.jpg,F,0,NaN,,
/Set F/108a.jpg,F,0,NaN,,
/Set F/109a.jpg,F,0,NaN,,
/Set F/110a.jpg,F,0,NaN,,
/Set F/111a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/112a.jpg,F,0,NaN,,
/Set F/113a.jpg,F,0,NaN,,
/Set F/114a.jpg,F,0,NaN,,
/Set F/115a.jpg,F,0,NaN,,
/Set F/116a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/117a.jpg,F,1,animal,,
/Set F/118a.jpg,F,0,NaN,,
/Set F/119a.jpg,F,1,word,,
/Set F/120a.jpg,F,0,NaN,,
/Set F/121a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/122a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/123a.jpg,F,0,NaN,,
/Set F/124a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/125a.jpg,F,1,word,,
/Set F/126a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/127a.jpg,F,0,NaN,,
/Set F/128a.jpg,F,1,hard-to-understand,,
/Set F/129a.jpg,F,0,NaN,,
/Set F/130a.jpg,F,0,NaN,,
/Set F/131a.jpg,F,0,NaN,,
/Set F/132a.jpg,F,0,NaN,,
/Set F/133a.jpg,F,1,animal,,
/Set F/134a.jpg,F,1,word,,
/Set F/135a.jpg,F,1,word,,
/Set F/136a.jpg,F,1,word,,
/Set F/137a.jpg,F,0,NaN,,
/Set F/138a.jpg,F,0,NaN,,
/Set F/139a.jpg,F,0,NaN,,
/Set F/140a.jpg,F,0,NaN,,
/Set F/141a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/142a.jpg,F,1,word,,
/Set F/143a.jpg,F,1,word,,
/Set F/144a.jpg,F,0,NaN,,
/Set F/145a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/146a.jpg,F,1,word,,
/Set F/147a.jpg,F,0,NaN,,
/Set F/148a.jpg,F,0,NaN,,
/Set F/149a.jpg,F,0,NaN,,
/Set F/150a.jpg,F,0,NaN,,
/Set F/151a.jpg,F,0,NaN,,
/Set F/152a.jpg,F,1,not-an-item,,
/Set F/153a.jpg,F,1,word,,
/Set F/154a.jpg,F,0,NaN,,
/Set F/155a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/156a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/157a.jpg,F,0,NaN,,
/Set F/158a.jpg,F,0,NaN,,
/Set F/159a.jpg,F,0,NaN,,
/Set F/160a.jpg,F,1,takes-whole-picture,,
/Set F/161a.jpg,F,1,word,,
/Set F/162a.jpg,F,0,NaN,,
/Set F/163a.jpg,F,1,word,,
/Set F/164a.jpg,F,1,word,,
/Set F/165a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/166a.jpg,F,1,word,,
/Set F/167a.jpg,F,0,NaN,,
/Set F/168a.jpg,F,1,not-an-item,,
/Set F/169a.jpg,F,1,hard-to-understand,,
/Set F/170a.jpg,F,1,word,,
/Set F/171a.jpg,F,1,word,,
/Set F/172a.jpg,F,0,NaN,,
/Set F/173a.jpg,F,0,NaN,,
/Set F/174a.jpg,F,1,word,,
/Set F/175a.jpg,F,0,NaN,,
/Set F/176a.jpg,F,0,NaN,,
/Set F/177a.jpg,F,0,NaN,,
/Set F/178a.jpg,F,1,bad-automatic-background-delineation,,
/Set F/179a.jpg,F,1,word,,
/Set F/180a.jpg,F,1,word,,
/Set F/181a.jpg,F,1,word,,
/Set F/182a.jpg,F,0,NaN,,
/Set F/183a.jpg,F,1,word,,
/Set F/184a.jpg,F,1,word,,
/Set F/185a.jpg,F,1,word,,
/Set F/186a.jpg,F,1,hard-to-understand,,
/Set F/187a.jpg,F,1,word,,
/Set F/188a.jpg,F,0,NaN,,
/Set F/189a.jpg,F,0,NaN,,
/Set F/190a.jpg,F,1,word,,
/Set F/191a.jpg,F,1,word,,
/Set F/192a.jpg,F,0,NaN,,
